ts_unix,global_step,phase,reward,success_rate,proof_validity,nodes_per_query,edges_per_query
1786640075.5983899,3128400,jetson_specialization,0.1893474766923091,0.4375,0.4375,16.75,172.8125
1786640076.248366,3128416,jetson_specialization,0.9357338029779818,0.6875,0.6875,11.375,48.1875
1786640076.8009684,3128432,jetson_specialization,-0.169663885096595,0.3125,0.3125,15.25,46.3125
1786640077.4099941,3128448,jetson_specialization,0.7619972744890415,0.625,0.625,3.875,26.625
1786640078.0311077,3128464,jetson_specialization,0.3959700315402662,0.5625,0.5625,184.375,1050.9375
1786640078.6771824,3128480,jetson_specialization,0.7084921836658852,0.625,0.625,53.0625,1268.3125
1786640079.2935593,3128496,jetson_specialization,-0.3830994282321587,0.25,0.25,14.3125,122.625
1786640079.9103186,3128512,jetson_specialization,0.8574584353553651,0.6875,0.6875,89.75,173.625
1786640080.5115287,3128528,jetson_specialization,0.746638919566912,0.625,0.625,15.9375,78.4375
1786640081.113544,3128544,jetson_specialization,0.3574557791392433,0.5,0.5,35.3125,1084.4375
1786640081.74338,3128560,jetson_specialization,0.5501949180381369,0.5625,0.5625,34.875,1100.4375
1786640082.311848,3128576,jetson_specialization,0.16535147864111174,0.4375,0.4375,44.75,110.5625
1786640082.878811,3128592,jetson_specialization,0.2038168637273482,0.4375,0.4375,9.4375,50.8125
1786640083.475268,3128608,jetson_specialization,0.5159857715652183,0.5625,0.5625,72.5,1285.125
1786640084.0925415,3128624,jetson_specialization,1.1194170755831787,0.75,0.75,20.0625,330.25
1786640084.7125545,3128640,jetson_specialization,1.101358343307012,0.75,0.75,37.375,705.875
